Date,Action,Symbol,Description,Quantity,Price,fees_and_comm,Amount,
12/30/20,Margin Interest,,INTEREST 11/27THRU 12/29,,,,-110.01,
12/30/20,Buy to Close,SQ 12/31/2020 235.00 C,CALL SQUARE INC $235 EXP 12/31/20,1,0.08,0.65,-8.65,
12/30/20,Sell to Open,SQ 12/31/2020 220.00 C,CALL SQUARE INC $220 EXP 12/31/20,1,1.37,0.65,136.35,
12/30/20,Buy to Close,PTON 12/31/2020 160.00 C,CALL PELOTON INTERACTIVE$160 EXP 12/31/20,3,0.25,1.99,-76.99,
12/30/20,Sell to Open,PTON 12/31/2020 150.00 C,CALL PELOTON INTERACTIVE$150 EXP 12/31/20,3,2.08,2,622,
12/28/20,Sell to Open,SDC 12/31/2020 12.50 C,CALL SMILEDIRECTCLUB INC$12.5 EXP 12/31/20,4,0.31,2.65,121.35,
12/28/20,Buy,SDC,SMILEDIRECTCLUB INC CLASS A,400,12.35,,-4940,
12/28/20,Sell to Open,ABT 12/31/2020 108.00 C,CALL ABBOTT LABORATORIES$108 EXP 12/31/20,2,0.92,1.33,182.67,
12/28/20,Sell to Open,ETSY 12/31/2020 180.00 P,PUT ETSY INC $180 EXP 12/31/20,1,5.54,0.66,553.34,
12/28/20,Buy to Open,ETSY 12/31/2020 175.00 P,PUT ETSY INC $175 EXP 12/31/20,1,3.01,0.65,-301.65,
12/28/2020 as of 12/24/2020,Expired,ABT 12/24/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 12/24/20,2,,,,
12/24/20,Sell to Open,TWTR 12/31/2020 55.00 C,CALL TWITTER INC $55 EXP 12/31/20,1,0.74,0.65,73.35,
12/24/20,Buy to Close,TWTR 12/24/2020 55.00 C,CALL TWITTER INC $55 EXP 12/24/20,1,0.07,0.65,-7.65,
12/24/20,Sell to Open,TWTR 12/31/2020 55.00 C,CALL TWITTER INC $55 EXP 12/31/20,1,0.74,0.65,73.35,
12/24/20,Buy to Close,TWTR 12/24/2020 55.00 C,CALL TWITTER INC $55 EXP 12/24/20,1,0.07,0.65,-7.65,
12/24/20,Buy to Close,BCRX 01/15/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 01/15/21,10,0.18,6.63,-186.63,
12/24/20,Sell to Open,BCRX 01/15/2021 8.00 C,CALL BIOCRYST PHARMACEUT$8 EXP 01/15/21,10,0.48,6.64,473.36,
12/24/20,Sell to Open,SDC 12/31/2020 13.00 C,CALL SMILEDIRECTCLUB INC$13 EXP 12/31/20,1,0.66,0.65,65.35,
12/24/20,Buy to Close,SDC 12/24/2020 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 12/24/20,1,1.39,0.65,-139.65,
12/24/20,Buy to Close,TWTR 12/24/2020 55.00 C,CALL TWITTER INC $55 EXP 12/24/20,1,0.17,0.65,-17.65,
12/24/20,Sell to Open,TWTR 12/31/2020 55.00 C,CALL TWITTER INC $55 EXP 12/31/20,1,0.91,0.65,90.35,
12/24/20,Sell to Open,NIO 12/31/2020 48.00 C,CALL N I O INC $48 EXP 12/31/20,7,1.29,4.66,898.34,
12/24/20,Buy to Close,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,7,0.07,4.64,-53.64,
12/24/20,Sell to Open,NIO 12/31/2020 48.00 C,CALL N I O INC $48 EXP 12/31/20,1,1.29,0.65,128.35,
12/24/20,Buy to Close,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,0.07,0.65,-7.65,
12/24/20,Sell to Open,SQ 12/31/2020 235.00 C,CALL SQUARE INC $235 EXP 12/31/20,1,2.58,0.66,257.34,
12/24/20,Buy to Close,SQ 12/24/2020 247.50 C,CALL SQUARE INC $247.5 EXP 12/24/20,1,0.03,,-3,
12/24/20,Buy to Close,PYPL 12/24/2020 237.50 C,CALL PAYPAL HOLDINGS INC$237.5 EXP 12/24/20,1,3.1,0.65,-310.65,
12/24/20,Sell to Open,PYPL 12/31/2020 240.00 C,CALL PAYPAL HOLDINGS INC$240 EXP 12/31/20,1,3.8,0.66,379.34,
12/24/20,Buy to Close,PTON 12/24/2020 155.00 C,CALL PELOTON INTERACTIVE$155 EXP 12/24/20,3,9.48,1.99,-2845.99,
12/24/20,Sell to Open,PTON 12/31/2020 160.00 C,CALL PELOTON INTERACTIVE$160 EXP 12/31/20,3,7.33,2.04,2196.96,
12/24/20,Sell to Open,CRM 12/31/2020 230.00 C,CALL SALESFORCE COM $230 EXP 12/31/20,1,2.65,0.66,264.34,
12/24/20,Buy to Close,CRM 12/24/2020 227.50 C,CALL SALESFORCE COM $227.5 EXP 12/24/20,1,1.59,0.65,-159.65,
12/22/20,Sell to Open,PTON 12/24/2020 155.00 C,CALL PELOTON INTERACTIVE$155 EXP 12/24/20,1,7.37,0.67,736.33,
12/22/20,Buy to Close,PTON 12/24/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 12/24/20,1,30.87,0.65,-3087.65,
12/22/20,Sell to Open,PTON 12/24/2020 155.00 C,CALL PELOTON INTERACTIVE$155 EXP 12/24/20,1,7.73,0.67,772.33,
12/22/20,Buy to Close,PTON 12/24/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 12/24/20,1,31.23,0.65,-3123.65,
12/22/20,Sell to Open,PTON 12/24/2020 155.00 C,CALL PELOTON INTERACTIVE$155 EXP 12/24/20,1,7.6,0.67,759.33,
12/22/20,Buy to Close,PTON 12/24/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 12/24/20,1,31.1,0.65,-3110.65,
12/22/20,Buy to Open,SQ 06/18/2021 240.00 C,CALL SQUARE INC $240 EXP 06/18/21,1,38.3,0.65,-3830.65,
12/22/20,Sell to Open,SQ 12/24/2020 247.50 C,CALL SQUARE INC $247.5 EXP 12/24/20,1,2.1,0.65,209.35,
12/18/20,Sell to Open,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,1.79,0.65,178.35,
12/18/20,Buy to Close,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,1,5.29,0.65,-529.65,
12/18/20,Sell to Open,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,1.79,0.65,178.35,
12/18/20,Buy to Close,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,1,5.29,0.65,-529.65,
12/18/20,Sell to Open,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,1.79,0.65,178.35,
12/18/20,Buy to Close,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,1,5.29,0.65,-529.65,
12/18/20,Sell to Open,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,1.79,0.65,178.35,
12/18/20,Buy to Close,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,1,5.29,0.65,-529.65,
12/18/20,Sell to Open,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,1.79,0.65,178.35,
12/18/20,Buy to Close,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,1,5.29,0.65,-529.65,
12/18/20,Sell to Open,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,1.79,0.65,178.35,
12/18/20,Buy to Close,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,1,5.29,0.65,-529.65,
12/18/20,Sell to Open,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,1.79,0.65,178.35,
12/18/20,Buy to Close,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,1,5.29,0.65,-529.65,
12/18/20,Sell,SPCE,VIRGIN GALACTIC HLDGS IN,100,24.98,0.06,2497.94,
12/18/20,Buy to Close,SPCE 12/18/2020 32.00 C,CALL VIRGIN GALACTIC HLD$32 EXP 12/18/20,1,0.03,,-3,
12/18/20,Sell to Open,BCRX 01/15/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 01/15/21,8,0.76,5.3,602.7,
12/18/20,Buy to Close,BCRX 12/18/2020 7.00 C,CALL BIOCRYST PHARMACEUT$7 EXP 12/18/20,8,1.23,5.29,-989.29,
12/18/20,Sell to Open,BCRX 01/15/2021 10.00 C,CALL BIOCRYST PHARMACEUT$10 EXP 01/15/21,2,0.75,1.33,148.67,
12/18/20,Buy to Close,BCRX 12/18/2020 7.00 C,CALL BIOCRYST PHARMACEUT$7 EXP 12/18/20,2,1.23,1.33,-247.33,
12/18/20,Sell to Open,TWTR 12/24/2020 55.00 C,CALL TWITTER INC $55 EXP 12/24/20,3,1.19,2,355,
12/18/20,Buy to Close,TWTR 12/18/2020 51.00 C,CALL TWITTER INC $51 EXP 12/18/20,3,4.03,1.99,-1210.99,
12/18/20,Buy to Close,SDC 12/18/2020 11.50 C,CALL SMILEDIRECTCLUB INC$11.5 EXP 12/18/20,1,0.43,0.65,-43.65,
12/18/20,Sell to Open,SDC 12/24/2020 12.00 C,CALL SMILEDIRECTCLUB INC$12 EXP 12/24/20,1,0.34,0.65,33.35,
12/18/20,Sell to Open,NIO 12/24/2020 48.00 C,CALL N I O INC $48 EXP 12/24/20,1,1.87,0.65,186.35,
12/18/20,Buy to Close,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,1,5.19,0.65,-519.65,
12/18/20,Buy to Close,CRM 12/18/2020 225.00 C,CALL SALESFORCE COM $225 EXP 12/18/20,1,1.52,0.65,-152.65,
12/18/20,Sell to Open,CRM 12/24/2020 227.50 C,CALL SALESFORCE COM $227.5 EXP 12/24/20,1,2.78,0.66,277.34,
12/18/20,Sell to Open,ATEC 01/15/2021 15.00 C,CALL ALPHATEC HOLDINGS $15 EXP 01/15/21,1,1.15,0.65,114.35,
12/18/20,Buy to Close,ATEC 12/18/2020 10.00 C,CALL ALPHATEC HOLDINGS $10 EXP 12/18/20,1,4.4,0.65,-440.65,
12/18/20,Buy to Close,ABT 12/18/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 12/18/20,2,0.1,1.33,-21.33,
12/18/20,Sell to Open,ABT 12/24/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 12/24/20,2,0.89,1.33,176.67,
12/17/20,Sell to Open,PTON 12/24/2020 130.00 C,CALL PELOTON INTERACTIVE$130 EXP 12/24/20,3,7.4,2.04,2217.96,
12/17/20,Buy to Close,PTON 12/18/2020 118.00 C,CALL PELOTON INTERACTIVE$118 EXP 12/18/20,3,16.65,1.99,-4996.99,
12/17/20,Sell to Open,PYPL 12/24/2020 237.50 C,CALL PAYPAL HOLDINGS INC$237.5 EXP 12/24/20,1,4.71,0.66,470.34,
12/17/20,Buy to Close,PYPL 12/18/2020 215.00 C,CALL PAYPAL HOLDINGS INC$215 EXP 12/18/20,1,22.26,0.65,-2226.65,
12/16/2020 as of 12/15/2020,Bank Interest,,BANK INT …1620-121520 SCHWAB BANK,,,,0.01,
12/14/20,Sell to Open,ABT 12/18/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 12/18/20,2,0.66,1.33,130.67,
12/14/20,Sell to Open,SDC 12/18/2020 11.50 C,CALL SMILEDIRECTCLUB INC$11.5 EXP 12/18/20,1,0.28,0.65,27.35,
12/14/2020 as of 12/11/2020,Expired,ABT 12/11/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 12/11/20,2,,,,
12/11/20,Sell to Open,PYPL 12/18/2020 215.00 C,CALL PAYPAL HOLDINGS INC$215 EXP 12/18/20,1,3.4,0.66,339.34,
12/11/20,Buy to Close,PYPL 12/11/2020 207.50 C,CALL PAYPAL HOLDINGS INC$207.5 EXP 12/11/20,1,5.54,0.65,-554.65,
12/11/20,Sell to Open,CRM 12/18/2020 225.00 C,CALL SALESFORCE COM $225 EXP 12/18/20,1,2.87,0.66,286.34,
12/11/20,Buy to Close,CRM 12/11/2020 227.50 C,CALL SALESFORCE COM $227.5 EXP 12/11/20,1,0.02,,-2,
12/11/20,Buy to Close,PTON 12/11/2020 118.00 C,CALL PELOTON INTERACTIVE$118 EXP 12/11/20,2,0.07,1.33,-15.33,
12/11/20,Sell to Open,PTON 12/18/2020 118.00 C,CALL PELOTON INTERACTIVE$118 EXP 12/18/20,2,3.8,1.35,758.65,
12/11/20,Buy to Close,PTON 12/11/2020 118.00 C,CALL PELOTON INTERACTIVE$118 EXP 12/11/20,1,0.07,0.65,-7.65,
12/11/20,Sell to Open,PTON 12/18/2020 118.00 C,CALL PELOTON INTERACTIVE$118 EXP 12/18/20,1,3.8,0.66,379.34,
12/11/20,Sell to Open,TWTR 12/18/2020 51.00 C,CALL TWITTER INC $51 EXP 12/18/20,3,1.66,2,496,
12/11/20,Buy to Close,TWTR 12/11/2020 48.00 C,CALL TWITTER INC $48 EXP 12/11/20,3,3.56,1.99,-1069.99,
12/11/20,Sell to Open,SPCE 12/18/2020 32.00 C,CALL VIRGIN GALACTIC HLD$32 EXP 12/18/20,1,2.89,0.66,288.34,
12/11/20,Buy to Close,SPCE 12/11/2020 30.00 C,CALL VIRGIN GALACTIC HLD$30 EXP 12/11/20,1,2.83,0.65,-283.65,
12/11/20,Sell to Open,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,3,2.32,2.01,693.99,
12/11/20,Buy to Close,NIO 12/11/2020 47.00 C,CALL N I O INC $47 EXP 12/11/20,3,0.02,0.04,-6.04,
12/11/20,Sell to Open,NIO 12/18/2020 42.00 C,CALL N I O INC $42 EXP 12/18/20,5,2.32,3.33,1156.67,
12/11/20,Buy to Close,NIO 12/11/2020 47.00 C,CALL N I O INC $47 EXP 12/11/20,4,0.02,0.05,-8.05,
12/11/20,Buy to Close,NIO 12/11/2020 47.00 C,CALL N I O INC $47 EXP 12/11/20,1,0.02,,-2,
12/7/20,Sell to Open,BCRX 12/18/2020 7.00 C,CALL BIOCRYST PHARMACEUT$7 EXP 12/18/20,10,0.5,6.64,493.36,
12/7/20,Buy to Close,BCRX 12/18/2020 4.50 C,CALL BIOCRYST PHARMACEUT$4.5 EXP 12/18/20,10,2.21,6.63,-2216.63,
12/4/20,Sell to Open,NIO 12/11/2020 47.00 C,CALL N I O INC $47 EXP 12/11/20,6,1.45,3.99,866.01,
12/4/20,Buy to Close,NIO 12/04/2020 56.00 C,CALL N I O INC $56 EXP 12/04/20,6,0.01,0.07,-6.07,
12/4/20,Sell to Open,NIO 12/11/2020 47.00 C,CALL N I O INC $47 EXP 12/11/20,1,1.45,0.65,144.35,
12/4/20,Buy to Close,NIO 12/04/2020 56.00 C,CALL N I O INC $56 EXP 12/04/20,1,0.01,,-1,
12/4/20,Sell to Open,NIO 12/11/2020 47.00 C,CALL N I O INC $47 EXP 12/11/20,1,1.45,0.65,144.35,
12/4/20,Buy to Close,NIO 12/04/2020 56.00 C,CALL N I O INC $56 EXP 12/04/20,1,0.01,,-1,
12/4/20,Sell to Open,ABT 12/11/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 12/11/20,2,0.99,1.33,196.67,
12/4/20,Buy to Close,ABT 12/04/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 12/04/20,2,0.05,0.03,-10.03,
12/4/20,Sell to Open,PYPL 12/11/2020 207.50 C,CALL PAYPAL HOLDINGS INC$207.5 EXP 12/11/20,1,10.81,0.67,1080.33,
12/4/20,Buy to Close,PYPL 12/04/2020 202.50 C,CALL PAYPAL HOLDINGS INC$202.5 EXP 12/04/20,1,14.79,0.65,-1479.65,
12/4/20,Buy to Close,SPCE 12/04/2020 30.00 C,CALL VIRGIN GALACTIC HLD$30 EXP 12/04/20,1,0.02,,-2,
12/4/20,Sell to Open,SPCE 12/11/2020 30.00 C,CALL VIRGIN GALACTIC HLD$30 EXP 12/11/20,1,1.02,0.65,101.35,
12/4/20,Buy to Close,PTON 12/04/2020 113.00 C,CALL PELOTON INTERACTIVE$113 EXP 12/04/20,1,2.05,0.65,-205.65,
12/4/20,Sell to Open,PTON 12/11/2020 118.00 C,CALL PELOTON INTERACTIVE$118 EXP 12/11/20,1,3,0.66,299.34,
12/4/20,Buy to Close,PTON 12/04/2020 113.00 C,CALL PELOTON INTERACTIVE$113 EXP 12/04/20,1,2.01,0.65,-201.65,
12/4/20,Buy to Close,PTON 12/04/2020 113.00 C,CALL PELOTON INTERACTIVE$113 EXP 12/04/20,1,2.06,0.65,-206.65,
12/4/20,Sell to Open,PTON 12/11/2020 118.00 C,CALL PELOTON INTERACTIVE$118 EXP 12/11/20,1,2.96,0.66,295.34,
12/4/20,Sell to Open,PTON 12/11/2020 118.00 C,CALL PELOTON INTERACTIVE$118 EXP 12/11/20,1,3.01,0.66,300.34,
12/4/20,Buy to Close,TWTR 12/04/2020 48.00 C,CALL TWITTER INC $48 EXP 12/04/20,3,0.34,1.99,-103.99,
12/4/20,Sell to Open,TWTR 12/11/2020 48.00 C,CALL TWITTER INC $48 EXP 12/11/20,3,1.19,2,355,
12/4/20,Buy to Close,CRM 12/04/2020 225.00 C,CALL SALESFORCE COM $225 EXP 12/04/20,1,0.9,0.65,-90.65,
12/4/20,Sell to Open,CRM 12/11/2020 227.50 C,CALL SALESFORCE COM $227.5 EXP 12/11/20,1,3.72,0.66,371.34,
12/3/20,Buy,CRM,SALESFORCE COM,100,223.38,,-22338,
12/3/20,Sell to Open,CRM 12/04/2020 225.00 C,CALL SALESFORCE COM $225 EXP 12/04/20,1,1.26,0.65,125.35,
11/27/20,Margin Interest,,INTEREST 10/29THRU 11/26,,,,-110.14,
11/27/20,Sell to Close,TWLO 11/27/2020 325.00 C,CALL TWILIO INC $325 EXP 11/27/20,1,0.06,0.65,5.35,
11/27/20,Sell to Open,NIO 12/04/2020 56.00 C,CALL N I O INC $56 EXP 12/04/20,4,2.56,2.67,1021.33,
11/27/20,Buy to Close,NIO 11/27/2020 52.00 C,CALL N I O INC $52 EXP 11/27/20,4,1.92,2.65,-770.65,
11/27/20,Sell to Open,NIO 12/04/2020 56.00 C,CALL N I O INC $56 EXP 12/04/20,1,2.56,0.66,255.34,
11/27/20,Buy to Close,NIO 11/27/2020 52.00 C,CALL N I O INC $52 EXP 11/27/20,1,1.92,0.65,-192.65,
11/27/20,Sell to Open,NIO 12/04/2020 56.00 C,CALL N I O INC $56 EXP 12/04/20,2,2.56,1.34,510.66,
11/27/20,Buy to Close,NIO 11/27/2020 52.00 C,CALL N I O INC $52 EXP 11/27/20,2,1.92,1.33,-385.33,
11/27/20,Buy to Close,TWLO 11/27/2020 310.00 C,CALL TWILIO INC $310 EXP 11/27/20,1,8.3,0.65,-830.65,
11/27/20,Sell to Open,NIO 12/04/2020 56.00 C,CALL N I O INC $56 EXP 12/04/20,1,2.61,0.66,260.34,
11/27/20,Buy to Close,NIO 11/27/2020 52.00 C,CALL N I O INC $52 EXP 11/27/20,1,1.97,0.65,-197.65,
11/27/20,Buy to Close,PTON 11/27/2020 116.00 C,CALL PELOTON INTERACTIVE$116 EXP 11/27/20,2,0.01,0.03,-2.03,
11/27/20,Sell to Open,PTON 12/04/2020 113.00 C,CALL PELOTON INTERACTIVE$113 EXP 12/04/20,2,2.79,1.34,556.66,
11/27/20,Buy to Close,PTON 11/27/2020 116.00 C,CALL PELOTON INTERACTIVE$116 EXP 11/27/20,1,0.01,,-1,
11/27/20,Sell to Open,PTON 12/04/2020 113.00 C,CALL PELOTON INTERACTIVE$113 EXP 12/04/20,1,2.79,0.66,278.34,
11/27/20,Sell to Close,NIO 11/27/2020 53.00 P,PUT N I O INC $53 EXP 11/27/20,6,0.03,3.97,14.03,
11/27/20,Sell to Close,NIO 11/27/2020 53.00 P,PUT N I O INC $53 EXP 11/27/20,2,0.03,1.33,4.67,
11/27/20,Buy to Close,ABT 11/27/2020 107.00 C,CALL ABBOTT LABORATORIES$107 EXP 11/27/20,2,0.48,1.33,-97.33,
11/27/20,Sell to Open,ABT 12/04/2020 109.00 C,CALL ABBOTT LABORATORIES$109 EXP 12/04/20,2,0.68,1.33,134.67,
11/25/20,Buy to Close,ABT 11/27/2020 113.00 C,CALL ABBOTT LABORATORIES$113 EXP 11/27/20,2,0.06,1.33,-13.33,
11/25/20,Sell to Open,ABT 11/27/2020 107.00 C,CALL ABBOTT LABORATORIES$107 EXP 11/27/20,2,0.37,1.33,72.67,
11/25/20,Sell to Open,TWTR 12/04/2020 48.00 C,CALL TWITTER INC $48 EXP 12/04/20,1,0.49,0.65,48.35,
11/25/20,Buy to Close,TWTR 11/27/2020 44.50 C,CALL TWITTER INC $44.5 EXP 11/27/20,1,1.58,0.65,-158.65,
11/25/20,Buy to Close,TWTR 11/27/2020 44.50 C,CALL TWITTER INC $44.5 EXP 11/27/20,1,1.58,0.65,-158.65,
11/25/20,Buy to Close,TWTR 11/27/2020 44.50 C,CALL TWITTER INC $44.5 EXP 11/27/20,1,1.57,0.65,-157.65,
11/25/20,Sell to Open,TWTR 12/04/2020 48.00 C,CALL TWITTER INC $48 EXP 12/04/20,1,0.49,0.65,48.35,
11/25/20,Sell to Open,TWTR 12/04/2020 48.00 C,CALL TWITTER INC $48 EXP 12/04/20,1,0.48,0.65,47.35,
11/25/20,Buy to Close,PYPL 11/27/2020 202.50 C,CALL PAYPAL HOLDINGS INC$202.5 EXP 11/27/20,1,9.7,0.65,-970.65,
11/25/20,Sell to Open,PYPL 12/04/2020 202.50 C,CALL PAYPAL HOLDINGS INC$202.5 EXP 12/04/20,1,10.98,0.67,1097.33,
11/25/20,Sell to Open,SPCE 12/04/2020 30.00 C,CALL VIRGIN GALACTIC HLD$30 EXP 12/04/20,1,0.73,0.65,72.35,
11/25/20,Buy to Close,SPCE 11/27/2020 23.00 C,CALL VIRGIN GALACTIC HLD$23 EXP 11/27/20,1,4.38,0.65,-438.65,
11/24/20,Buy to Open,NIO 11/27/2020 53.00 P,PUT N I O INC $53 EXP 11/27/20,1,2.15,0.65,-215.65,
11/24/20,Buy to Open,NIO 11/27/2020 53.00 P,PUT N I O INC $53 EXP 11/27/20,2,2.15,1.33,-431.33,
11/24/20,Buy to Open,NIO 11/27/2020 53.00 P,PUT N I O INC $53 EXP 11/27/20,1,2.15,0.65,-215.65,
11/24/20,Buy to Open,NIO 11/27/2020 53.00 P,PUT N I O INC $53 EXP 11/27/20,2,2.15,1.33,-431.33,
11/24/20,Buy to Open,NIO 11/27/2020 53.00 P,PUT N I O INC $53 EXP 11/27/20,2,2.15,1.33,-431.33,
11/23/20,Sell,IYW,ISHARES US TECHNOLOGY ETF,100,315.45,0.7,31544.3,
11/23/20,Sell to Open,PYPL 11/27/2020 202.50 C,CALL PAYPAL HOLDINGS INC$202.5 EXP 11/27/20,1,1.42,0.65,141.35,
11/23/2020 as of 11/20/2020,Expired,IYW 11/20/2020 320.00 C,CALL ISHR US TECH $320 EXP 11/20/20,1,,,,
11/23/2020 as of 11/20/2020,Expired,PYPL 11/20/2020 195.00 C,CALL PAYPAL HOLDINGS INC$195 EXP 11/20/20,1,,,,
11/20/20,Buy to Close,TWTR 11/20/2020 43.50 C,CALL TWITTER INC $43.5 EXP 11/20/20,1,0.99,0.65,-99.65,
11/20/20,Sell to Open,TWTR 11/27/2020 44.50 C,CALL TWITTER INC $44.5 EXP 11/27/20,1,0.95,0.65,94.35,
11/20/20,Buy to Close,TWTR 11/20/2020 43.50 C,CALL TWITTER INC $43.5 EXP 11/20/20,2,0.99,1.33,-199.33,
11/20/20,Sell to Open,TWTR 11/27/2020 44.50 C,CALL TWITTER INC $44.5 EXP 11/27/20,2,0.95,1.33,188.67,
11/20/20,Sell to Open,PTON 11/27/2020 116.00 C,CALL PELOTON INTERACTIVE$116 EXP 11/27/20,1,2.46,0.66,245.34,
11/20/20,Buy to Close,PTON 11/20/2020 108.00 C,CALL PELOTON INTERACTIVE$108 EXP 11/20/20,1,4.38,0.65,-438.65,
11/20/20,Sell to Open,PTON 11/27/2020 116.00 C,CALL PELOTON INTERACTIVE$116 EXP 11/27/20,1,2.46,0.66,245.34,
11/20/20,Buy to Close,PTON 11/20/2020 108.00 C,CALL PELOTON INTERACTIVE$108 EXP 11/20/20,1,4.38,0.65,-438.65,
11/20/20,Buy to Close,SPCE 11/20/2020 20.00 C,CALL VIRGIN GALACTIC HLD$20 EXP 11/20/20,1,3.77,0.65,-377.65,
11/20/20,Sell to Open,SPCE 11/27/2020 23.00 C,CALL VIRGIN GALACTIC HLD$23 EXP 11/27/20,1,1.44,0.65,143.35,
11/20/20,Sell to Open,PTON 11/27/2020 116.00 C,CALL PELOTON INTERACTIVE$116 EXP 11/27/20,1,2.46,0.66,245.34,
11/20/20,Buy to Close,PTON 11/20/2020 108.00 C,CALL PELOTON INTERACTIVE$108 EXP 11/20/20,1,4.38,0.65,-438.65,
11/20/20,Sell to Open,ATEC 12/18/2020 10.00 C,CALL ALPHATEC HOLDINGS $10 EXP 12/18/20,1,1.4,0.65,139.35,
11/20/20,Buy to Close,ATEC 11/20/2020 10.00 C,CALL ALPHATEC HOLDINGS $10 EXP 11/20/20,1,0.88,0.65,-88.65,
11/20/20,Sell to Open,TWLO 11/27/2020 310.00 C,CALL TWILIO INC $310 EXP 11/27/20,1,5.04,0.66,503.34,
11/20/20,Buy to Close,TWLO 11/20/2020 290.00 C,CALL TWILIO INC $290 EXP 11/20/20,1,12.64,0.65,-1264.65,
11/20/20,Sell to Close,PTON 11/20/2020 100.00 P,PUT PELOTON INTERACTIVE $100 EXP 11/20/20,1,0.02,0.65,1.35,
11/20/20,Sell to Close,PTON 11/20/2020 100.00 P,PUT PELOTON INTERACTIVE $100 EXP 11/20/20,1,0.02,0.65,1.35,
11/20/20,Sell to Close,PTON 11/20/2020 100.00 P,PUT PELOTON INTERACTIVE $100 EXP 11/20/20,1,0.02,0.65,1.35,
11/20/20,Sell to Close,NIO 11/20/2020 44.00 P,PUT N I O INC $44 EXP 11/20/20,8,0.03,5.29,18.71,
11/20/20,Sell to Open,NIO 11/27/2020 52.00 C,CALL N I O INC $52 EXP 11/27/20,8,1.73,5.32,1378.68,
11/20/20,Buy to Close,NIO 11/20/2020 46.00 C,CALL N I O INC $46 EXP 11/20/20,8,3.29,5.29,-2637.29,
11/20/20,Buy to Close,BCRX 11/20/2020 4.00 C,CALL BIOCRYST PHARMACEUT$4 EXP 11/20/20,10,0.56,6.63,-566.63,
11/20/20,Sell to Open,BCRX 12/18/2020 4.50 C,CALL BIOCRYST PHARMACEUT$4.5 EXP 12/18/20,10,0.84,6.65,833.35,
11/20/20,Buy to Close,ABT 11/20/2020 114.00 C,CALL ABBOTT LABORATORIES$114 EXP 11/20/20,2,0.04,0.03,-8.03,
11/20/20,Sell to Open,ABT 11/27/2020 113.00 C,CALL ABBOTT LABORATORIES$113 EXP 11/27/20,2,0.67,1.33,132.67,
11/16/20,Qualified Dividend,ABT,ABBOTT LABORATORIES,,,,72,
11/16/2020 as of 11/15/2020,Bank Interest,,BANK INT …1620-111520 SCHWAB BANK,,,,0.07,
11/16/2020 as of 11/13/2020,Expired,SDC 11/13/2020 10.50 C,CALL SMILEDIRECTCLUB INC$10.5 EXP 11/13/20,1,,,,
11/13/20,Sell to Open,TWTR 11/20/2020 43.50 C,CALL TWITTER INC $43.5 EXP 11/20/20,1,0.78,0.65,77.35,
11/13/20,Buy to Close,TWTR 11/13/2020 43.00 C,CALL TWITTER INC $43 EXP 11/13/20,1,0.17,0.65,-17.65,
11/13/20,Sell to Open,TWTR 11/20/2020 43.50 C,CALL TWITTER INC $43.5 EXP 11/20/20,1,0.78,0.65,77.35,
11/13/20,Buy to Close,TWTR 11/13/2020 43.00 C,CALL TWITTER INC $43 EXP 11/13/20,1,0.17,0.65,-17.65,
